Bank reference,Narrative,Customer reference,TRN type,Value date,Credit amount,Debit amount,Time,Post date,Balance
NCBK98124364049L,شركة مجموعة الخريف مساهمة مقفله موعة الخريف مساهمة مقفله /TRF/INVOICE PAY TFR+ NATIONAL COMMERCIAL BANK NATIONAL COMMERCIAL BANK EX Rate : SAR 1.0000000 SA3910000065900000318206,NONREF,Transfer,29/12/2024,"597,269.15",,12:48,29/12/2024,"28,597,080.60"
ECOF41229H000480,ALBALAD DEVELOPMENT COMPANY ALBALAD DEVELOPMENT COMP Operational Expenses TFR+ BANK AL-JAZIRA HEAD OFFICE JEDDAH EX Rate : SAR 1.0000000 SA0860100030995010711002,NONREF,Transfer,29/12/2024,"317,400.00",,12:43,29/12/2024,"27,999,811.45"
5.00003E+11,muasasat ainjaz alwatan alaminia TFR+ AL RAJHI BANKING AND INV T CORP HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 SA3880000614608016081513 TRF FROM:SAUDI ARABIA,NONREF,Transfer,29/12/2024,"46,834.90",,12:12,29/12/2024,"27,682,411.45"
YRTJ-08296,LP IPSP2400MEA2P المحدودة شركة شخص واحد ـ SA5310000019149351000109 Saudi National Bank JEDDAH 20241229SANCBKNCBK6B82411203246963 29DEC24 12:04:07,NONREF,Transfer,29/12/2024,"4,005.45",,12:04,29/12/2024,"27,635,576.55"
BTPB-00174,3000004712 044 3000004712 SADAD:5690173438,609579,Transfer,29/12/2024,,"-1,031.55",11:54,29/12/2024,"27,631,571.10"
BTPA-00175,3000004712 044 3000004712 SADAD:5690171327,609580,Transfer,29/12/2024,,"-1,031.55",11:54,29/12/2024,"27,632,602.65"
BTPZ-00173,241100015586 028 241100015586 SADAD:5690172989,609699,Transfer,29/12/2024,,-200,11:54,29/12/2024,"27,633,634.20"
BTPY-00173,16460601429913 050 16460601429913 SADAD:5690172970,LIST 111,Transfer,29/12/2024,,"-9,700.00",11:54,29/12/2024,"27,633,834.20"
BTPV-00171,241100015651 028 241100015651 SADAD:5690171213,609699,Transfer,29/12/2024,,-500,11:54,29/12/2024,"27,643,534.20"
BTPU-00171,9919061349 018 9919061349 SADAD:5690171197,Amex Dec.24,Transfer,29/12/2024,,"-39,319.73",11:54,29/12/2024,"27,644,034.20"
BTPT-00173,3000472438243011 020 3000472438243011 SADAD:5690171179,MANUAL 4124685,Transfer,29/12/2024,,"-6,299,729.96",11:54,29/12/2024,"27,683,353.93"
668471Y015SK,HADDAD KAMEL 001-087949-001 /RFB/EXEC. ADVANCE,MANUAL 4361819,Transfer,29/12/2024,,"-20,240.88",11:47,29/12/2024,"33,983,083.89"
LP CPMN2ZFF5IRN,"CHARGES SAR 7.00 7059724020T9 THE NATIONAL COMMERCIAL BANK TOTAL VAT SAR1,05 ON CHARGE AMOUNT SAR7,",609718,Charges,29/12/2024,,-8.05,11:47,29/12/2024,"34,003,324.77"
LP CPMN2ZFF5IRN,DAWIYAT INTEGRATED TELECOM 7059724020T9 INTEGRATED TELECOM CO. NATIONAL COMMERCIAL BANK THE NATIONAL COMMERCIAL BANK EX Rate : SAR 1.0000000 NATIONAL COMMERCIAL BANK,609718,Transfer,29/12/2024,,"-8,000,000.00",11:47,29/12/2024,"34,003,332.82"
LP CPMN2ZFF4IRN,"CHARGES SAR 7.00 101172401XAG CORP OPS DIV RIYADH TOTAL VAT SAR1,05 ON CHARGE AMOUNT SAR7,",609719,Charges,29/12/2024,,-8.05,11:47,29/12/2024,"42,003,332.82"
LP CPMN2ZFF4IRN,TECHNICAL LINKS SERVICES COMPANY 101172401XAG BANQUE SAUDI FRANSI CORP OPS DIV RIYADH EX Rate : SAR 1.0000000 BANQUE SAUDI FRANSI TRF TO:SAUDI ARABIA,609719,Transfer,29/12/2024,,"-10,000,000.00",11:47,29/12/2024,"42,003,340.87"
EPHR981243649C23,HIGH CAPABILITIES TELECOM CO. HIGH CAPABILITIES TELECO PAYMENT INV 240811207719 TFR+ 8719 BANQUE SAUDI FRANSI HEAD OFFICE RIYADH EX Rate : SAR 1.0000000,NONREF,Transfer,29/12/2024,"47,886.00",,11:46,29/12/2024,"52,003,340.87"
8.04577E+15,ALNAHDI MEDICAL CO TFR+,120792,Transfer,29/12/2024,"68,316.90",,11:25,29/12/2024,"51,955,454.87"
5.00003E+11,MANAGEMENT AND DEVELOPMENT FOR HR C MANAGEMENT AND DEVELOPME /03/Personal remittances TFR+ INTB0116449535040088897E4C292893 AL RAJHI BANKING AND INV T CORP HEAD OFFICE RIYADH,NONREF,Transfer,29/12/2024,"786,600.00",,11:10,29/12/2024,"51,887,137.97"
YRTJ-04685,LP IPSP2400ME379 VETCO SAUDI ARABIA LTD SA1020000003023036499940 Riyad Bank RIYADH 20241229SARIBLRIBL6BTMS11103125278 29DEC24 11:03:43,NONREF,Transfer,29/12/2024,"17,940.00",,11:03,29/12/2024,"51,100,537.97"
EPHR98124364949N,ARABIAN GEOPHYSICAL + SURVEYING CO ARABIAN GEOPHYSICAL + SU JBS1 0004199 PVS1 00 TFR+ BANQUE SAUDI FRANSI HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 SA5655000000021015203260,NONREF,Transfer,29/12/2024,"27,220.35",,10:48,29/12/2024,"51,082,597.97"
5.00003E+11,EXSA LLTQNEH CO INTB0065089475810069109E TFR+ AL RAJHI BANKING AND INV T CORP HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 SA4180000581608010069109 TRF FROM:SAUDI ARABIA,NONREF,Transfer,29/12/2024,"100,000.00",,10:41,29/12/2024,"51,055,377.62"
5.00003E+11,muasasat ainjaz alwatan alaminia muasasat ainjaz alwatan INTB0234551756146081513E TFR+ AL RAJHI BANKING AND INV T CORP HEAD OFFICE RIYADH EX Rate : SAR 1.0000000,NONREF,Transfer,29/12/2024,"31,223.65",,10:34,29/12/2024,"50,955,377.62"
200GTSA243630505,"SAUDI GLOBAL PORTS CO. L.L.C. SAUDI GLOBAL PORTS CO. L Others,14 INV TFR+ GULF INTERNATIONAL BANK BSC RIYADH EX Rate : SAR 1.0000000",NONREF,Transfer,29/12/2024,"713,805.00",,10:26,29/12/2024,"50,924,153.97"
9466836109512GF3,السواعد الكريمة للاستثمار وللتطوير كريمة للاستثمار وللتطوير Purchase/expenses/Hotel TFR+ July to sep 23 RIYAD BANK HEAD OFFICE RIYADH EX Rate : SAR 1.0000000,NONREF,Transfer,29/12/2024,"159,390.00",,10:22,29/12/2024,"50,210,348.97"
ECOF41226H001339,MILLENNIUM COPTHORNE ALNASEEM HOTEL MILLENNIUM COPTHORNE ALN Operational Expenses TFR+ BANK AL-JAZIRA HEAD OFFICE JEDDAH EX Rate : SAR 1.0000000 SA5760100030995010119002,NONREF,Transfer,29/12/2024,"84,697.50",,10:22,29/12/2024,"50,050,958.97"
ECOF41228H000192,ALRABIH BILAHODOD SERVICES HOTEL CO ALRABIH BILAHODOD SERVIC مصاريف تشغيلية TFR+ BANK AL-JAZIRA HEAD OFFICE JEDDAH EX Rate : SAR 1.0000000 SA8560100002281433946001,NONREF,Transfer,29/12/2024,"22,425.00",,10:21,29/12/2024,"49,966,261.47"
9466836109512F9G,شركة مينا الحديثة للتعليم ركة مينا الحديثة للتعليم Purchase/expenses/Utilit TFR+ PAYMENT RIYAD BANK HEAD OFFICE RIYADH EX Rate : SAR 1.0000000,NONREF,Transfer,29/12/2024,"33,911.30",,10:19,29/12/2024,"49,943,836.47"
YRTJ-02059,LP IPSP2400MDY7Q FOOD WORLD CO SA0780000578608010018655 Alrajhi Bank RIYADH 20241229SARJHIRJHI6BOPF11018998957 29DEC24 10:18:33,NONREF,Transfer,29/12/2024,"3,456.90",,10:18,29/12/2024,"49,909,925.17"
NCBK82824361BGCC,رياض ملهي العريفي Operating Expenses TFR+ /PHONBEN/ /TELEBEN/ NATIONAL COMMERCIAL BANK NATIONAL COMMERCIAL BANK EX Rate : SAR 1.0000000 13550848000109,NONREF,Transfer,29/12/2024,"20,274.00",,10:08,29/12/2024,"49,906,468.27"
1604FT243631RZGJ,INTERCONTINENTAL JEDDAH HOTEL INTERCONTINENTAL JEDDAH 23173511761084100 SALAM TFR+ R 24 OCT TO DEC 24 SETTLEMENT OF BILL ALINMA BANK ALINMA BANK,NONREF,Transfer,29/12/2024,"221,462.40",,10:05,29/12/2024,"49,886,194.27"
010141225H795595,SAUDI FUND FOR DEVELOPMENT SAUDI FUND FOR DEVELOPME 24015115125CINV BA TFR+ SAUDI INVESTMENT BANK RIYADH EX Rate : SAR 1.0000000 0101 400960 015,NONREF,Transfer,29/12/2024,"22,425.00",,9:18,29/12/2024,"49,664,731.87"
YRTI-97856,LP IPSP2400MDQ5I AFLUN SA8780000343608019035415 Alrajhi Bank RIYADH 20241229SARJHIRJHI6BOPF10849859398 29DEC24 08:49:47,NONREF,Transfer,29/12/2024,"4,880.17",,8:49,29/12/2024,"49,642,306.87"
YRTI-97469,LP IPSP2400MDP5T اﻻت و تق نية المعلومات SA7910000012347102005802 Saudi National Bank JEDDAH 20241229SANCBKNCBK6B82410834930065 29DEC24 08:35:04,NONREF,Transfer,29/12/2024,"1,738.80",,8:35,29/12/2024,"49,637,426.70"
YRTI-97388,LP IPSP2400MDPAP اﻻت و تق نية المعلومات SA7910000012347102005802 Saudi National Bank JEDDAH 20241229SANCBKNCBK6B82410832927456 29DEC24 08:32:24,NONREF,Transfer,29/12/2024,"3,726.00",,8:32,29/12/2024,"49,635,687.90"
YRTI-97342,LP IPSP2400MDPFP اﻻت و تق نية المعلومات SA7910000012347102005802 Saudi National Bank JEDDAH 20241229SANCBKNCBK6B82410830925572 29DEC24 08:30:17,NONREF,Transfer,29/12/2024,"7,079.00",,8:30,29/12/2024,"49,631,961.90"
LP CPMN2ZBKLIRN,"CHARGES SAR 7.00 313872100JDI RIYADH TOTAL VAT SAR1,05 ON CHARGE AMOUNT SAR7,",609711,Charges,29/12/2024,,-8.05,1:31,29/12/2024,"49,624,882.90"
LP CPMN2ZBKLIRN,MIDDLE EAST AND AFRICA GROUP TECH. 313872100JDI /RFB/ITC INVOICE PAYMENT SAUDI INVESTMENT BANK RIYADH EX Rate : SAR 1.0000000 SAUDI INVESTMENT BANK TRF TO:SAUDI ARABIA,609711,Transfer,29/12/2024,,"-4,658,796.03",1:31,29/12/2024,"49,624,890.95"
1020723001NN,SSEM TFR+,NONREF,Transfer,29/12/2024,"206,885.00",,12:32,29/12/2024,"54,283,686.98"
YRTI-30179,LP IPSP2400M9UZR ZARQA COMPANY FOR HUMAN SA2180000473608010188553 Alrajhi Bank RIYADH 20241227SARJHIRJHI6BOPF11704422811 27DEC24 17:04:19,NONREF,Transfer,29/12/2024,"17,000.00",,17:04,29/12/2024,"54,076,801.98"
EBE4-08867,FROM LABOTIC COMPANY FOR Salam INVESTMENT PURPOSE,NONREF,Transfer,29/12/2024,"270,262.32",,0:21,29/12/2024,"54,059,801.98"
SAUDI ARABIAN OI,2000294559 /INV//CINV241031273206 TFR+,2000294559,Transfer,29/12/2024,"223,541.60",,23:03,29/12/2024,"53,789,539.66"
372072100H8H,INTERACTIVE SMART COMPAN 011-810124-001,609713,Transfer,26/12/2024,,"-676,293.63",19:48,26/12/2024,"53,565,998.06"
325272101Q56,INTERACTIVE SMART COMPAN 011-810124-001,609715,Transfer,26/12/2024,,"-1,359,805.74",19:48,26/12/2024,"54,242,291.69"
222372101OL8,INTERACTIVE SMART COMPAN 011-810124-001,609581,Transfer,26/12/2024,,"-1,535,230.83",19:48,26/12/2024,"55,602,097.43"
489671Z01NKS,UNITED CARTON INDUSTRIES TFR+,PAYMENT INVOICE,Transfer,26/12/2024,"30,532.50",,17:40,26/12/2024,"57,137,328.26"
172072101NRF,MADA GYPSUM COMPANY TFR+,DUE PMT,Transfer,26/12/2024,"73,705.80",,15:55,26/12/2024,"57,106,795.76"
LP CPMN2ZAORIRN,"CHARGES SAR 7.00 316372000GNF ALINMA BANK TOTAL VAT SAR1,05 ON CHARGE AMOUNT SAR7,",609708,Charges,26/12/2024,,-8.05,15:18,26/12/2024,"57,033,089.96"
LP CPMN2ZAORIRN,BELAL AMIN AHMAD ALHDHYFY LTAJYR LW 316372000GNF ALINMA BANK ALINMA BANK EX Rate : SAR 1.0000000 ALINMA BANK TRF TO:SAUDI ARABIA,609708,Transfer,26/12/2024,,"-5,750.00",15:18,26/12/2024,"57,033,098.01"
TT CPMN0JT25IRNN,"CHARGES SAR 130.00 4540720008VU TOTAL VAT SAR19,5 ON CHARGE AMOUNT SAR130,",609304,Charges,26/12/2024,,-149.5,15:18,26/12/2024,"57,038,848.01"
TT CPMN0JT25IRNN,KALAAM TELECOM BAHRAIN B.S.C (C) 4540720008VU EX Rate : SAR 3.7550000 AHLI UNITED BANK BSC TRF TO:BAHRAIN,609304,Transfer,26/12/2024,,-525.7,15:18,26/12/2024,"57,038,997.51"
LP CPMN2ZAOQIRN,"CHARGES SAR 7.00 5528720007ET RIYADH TOTAL VAT SAR1,05 ON CHARGE AMOUNT SAR7,",609701,Charges,26/12/2024,,-8.05,15:18,26/12/2024,"57,039,523.21"
LP CPMN2ZAOQIRN,MOARD STEPHEN FOR BUSINESS SOLUTION 5528720007ET SAUDI INVESTMENT BANK RIYADH EX Rate : SAR 1.0000000 SAUDI INVESTMENT BANK TRF TO:SAUDI ARABIA,609701,Transfer,26/12/2024,,"-587,451.11",15:18,26/12/2024,"57,039,531.26"
401871Z00H6Y,IJARAH LIMITED CO TFR+ /RFB/INTERNET FEE,INV241111268669,Transfer,26/12/2024,"34,482.75",,15:17,26/12/2024,"57,626,982.37"
5.00003E+11,KUN SPORTS COMPANY /33/Repayment of Loans TFR+ INTB0242066955770071002E4C264315 AL RAJHI BANKING AND INV T CORP HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 SA1780000577608010071002,NONREF,Transfer,26/12/2024,"33,083.78",,15:12,26/12/2024,"57,592,499.62"
357672101XPK,MOHAMED YOUSUF NAGHI MOT TFR+ INV241021275654 INV241121285227 INV241121286768 CN241121286767,SALAM,Transfer,26/12/2024,"31,957.38",,15:10,26/12/2024,"57,559,415.84"
25215219,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"37,381.50",,15:03,26/12/2024,"57,527,458.46"
25215218,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"249,210.00",,15:03,26/12/2024,"57,490,076.96"
25205648,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"5,092.32",,15:03,26/12/2024,"57,240,866.96"
25205647,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"33,948.80",,15:03,26/12/2024,"57,235,774.64"
25261532,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"9,240.00",,15:03,26/12/2024,"57,201,825.84"
22593705,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"196,504.35",,15:03,26/12/2024,"57,192,585.84"
20782882,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"38,523.36",,14:57,26/12/2024,"56,996,081.49"
22593706,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"29,475.65",,14:57,26/12/2024,"56,957,558.13"
20782781,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"256,822.40",,14:56,26/12/2024,"56,928,082.48"
25261531,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"61,600.00",,14:56,26/12/2024,"56,671,260.08"
25058924,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"34,572.00",,14:42,26/12/2024,"56,609,660.08"
25058922,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"230,480.00",,14:42,26/12/2024,"56,575,088.08"
23898708,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"82,364.77",,14:35,26/12/2024,"56,344,608.08"
25326174,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"18,519.30",,14:35,26/12/2024,"56,262,243.31"
25326172,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"34,439.40",,14:35,26/12/2024,"56,243,724.01"
25034482,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"14,135.31",,14:35,26/12/2024,"56,209,284.61"
23898707,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"549,098.47",,14:28,26/12/2024,"56,195,149.30"
25326173,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"123,462.00",,14:28,26/12/2024,"55,646,050.83"
25326171,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"229,596.00",,14:28,26/12/2024,"55,522,588.83"
25034481,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"94,235.40",,14:28,26/12/2024,"55,292,992.83"
24906286,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"141,392.00",,14:22,26/12/2024,"55,198,757.43"
24906284,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"73,404.80",,14:22,26/12/2024,"55,057,365.43"
25262112,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"10,630.40",,14:22,26/12/2024,"54,983,960.63"
25047948,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"13,548.80",,14:22,26/12/2024,"54,973,330.23"
25047455,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"24,752.00",,14:22,26/12/2024,"54,959,781.43"
25047449,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"160,848.00",,14:22,26/12/2024,"54,935,029.43"
25325091,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"110,311.40",,14:22,26/12/2024,"54,774,181.43"
25323037,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"9,000.00",,14:22,26/12/2024,"54,663,870.03"
9002H9XOGELP,SINOPEC INTL PETROLEUM C TFR+,INTEGRATED,Transfer,26/12/2024,"72,121.62",,13:59,26/12/2024,"54,654,870.03"
9001N8SFEMY5,SINOPEC INTL PETROLEUM C TFR+,INTEGRATED,Transfer,26/12/2024,"217,350.00",,13:59,26/12/2024,"54,582,748.41"
24906287,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"21,208.80",,13:47,26/12/2024,"54,365,398.41"
24906285,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"11,010.72",,13:47,26/12/2024,"54,344,189.61"
25262113,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"1,594.56",,13:47,26/12/2024,"54,333,178.89"
25325092,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"16,546.71",,13:47,26/12/2024,"54,331,584.33"
25326188,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"34,439.40",,13:47,26/12/2024,"54,315,037.62"
25326187,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"229,596.00",,13:47,26/12/2024,"54,280,598.22"
25047949,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"2,032.32",,13:45,26/12/2024,"54,051,002.22"
25047470,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"4,808.64",,13:45,26/12/2024,"54,048,969.90"
25047468,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"4,274.40",,13:45,26/12/2024,"54,044,161.26"
22288768,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"15,420.00",,13:45,26/12/2024,"54,039,886.86"
25047466,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"2,575.20",,13:37,26/12/2024,"54,024,466.86"
25047463,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"2,860.32",,13:37,26/12/2024,"54,021,891.66"
25047450,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"24,127.20",,13:37,26/12/2024,"54,019,031.34"
24769542,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"57,061.44",,13:37,26/12/2024,"53,994,904.14"
24952967,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"32,525.10",,13:37,26/12/2024,"53,937,842.70"
25047456,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"3,712.80",,13:37,26/12/2024,"53,905,317.60"
25323038,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"1,350.00",,13:37,26/12/2024,"53,901,604.80"
24936541,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"18,519.30",,13:37,26/12/2024,"53,900,254.80"
25118075,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"53,793.78",,13:37,26/12/2024,"53,881,735.50"
25118073,وزارة المالية TRANSFER TO VENDORN TFR+ Saudi Arabian Monetary A uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,26/12/2024,"154,492.89",,13:37,26/12/2024,"53,827,941.72"
